Milliseconds,X,Y,Z
13701,5.8696136,11.623718,2.7927399
13751,-0.7663574,10.726593,-34.943787
13801,1.3292084,-9.130463,-22.957458
13852,3.2956085,-25.283829,-3.095871
13902,5.7404327,-20.308762,36.19481
13951,31.33699,2.2589111,31.6512
14003,36.834274,23.679962,-0.016113281
14051,20.031448,23.584015,-16.446243
14101,3.0276642,8.476532,-28.617935
14151,-0.2592163,-1.0705872,-17.411041
14202,-0.10133362,-7.796753,-6.2136536
14251,2.515747,-11.155029,10.815308
14301,22.193985,-3.4501648,33.880234
14351,38.044724,9.248932,12.664124
14401,20.806519,13.355637,-4.1082153
14452,11.98407,9.87262,-19.107758
14501,5.458145,3.813324,-9.873245
14551,5.3720245,2.3596497,-3.6471863
14601,7.2236023,3.7845306,2.008545
14651,7.3384247,4.9934998,2.8212585
14702,7.8359833,6.7686005,1.2195892
14752,8.223541,6.5047455,1.138794
14801,7.6063385,6.8981323,-0.7480469
14851,8.151764,6.288849,0.6112366
14901,7.9077606,6.365616,0.026657104
14952,7.6063385,5.90506,0.55895996
15001,7.319275,6.106537,0.23577881
15052,7.563278,5.909836,0.23577881
15101,7.687683,6.2312927,0.4353943
15151,7.486725,6.015396,0.15496826
15201,7.7450867,6.2600555,0.32608032
15252,7.7642365,6.3608246,0.0028839111
15301,7.879059,6.629471,0.040908813
15351,7.926895,6.720627,0.34509277
15401,8.046509,7.3155212,0.17399597
15451,7.5345917,7.133209,0.17875671
15501,6.888687,6.499939,0.4449005
15552,6.850403,6.341629,0.55895996
15601,6.9030304,6.4519806,0.7062988
15651,6.9365387,6.763809,0.8203583
15701,7.290573,7.6033783,0.27378845
15751,7.9795227,8.702011,0.4449005
15801,9.261749,10.592255,0.09794617
15852,10.003342,11.513382,-0.07791138
15901,8.113495,12.266602,-1.8316498
15951,3.0324554,7.0564575,-1.8934326
16001,-2.8427887,-4.841461,11.913193
16052,-3.8235931,-29.174622,34.12262
16101,8.036942,-8.247726,0.15496826
16151,24.102966,10.57785,-18.641983
16202,18.294708,12.132263,-28.983902
16252,8.390991,2.7338715,-28.318512
16301,15.873795,-5.182083,-19.763641
16351,24.562271,-5.2924347,20.634415
16401,22.251404,1.577652,39.977966
16451,18.007645,15.701645,16.936798
16501,17.256485,19.678802,-3.252716
16552,12.486435,7.387497,-12.173553
16601,5.955719,-8.257309,-10.410309
16651,-5.5603333,-34.538284,5.2451324
16701,-13.387619,-45.011337,6.309738
16751,48.99623,7.6993256,-13.960571
16801,35.547256,27.791458,-2.7013855
16851,14.352356,15.7352295,-1.9694824
16902,11.52478,8.76918,-0.17295837
16951,9.496185,6.317642,-1.2090454
17001,9.462692,5.1182556,-0.19197083
17051,9.07515,4.1971283,-0.7718048
17101,9.381363,3.9380493,-0.32504272
17151,9.429199,4.3986206,-0.41059875
17201,9.4339905,4.9743195,0.5542145
17252,9.170853,5.804291,0.10269165
17301,9.041672,5.9146423,0.28805542
17351,8.127853,5.8378906,-0.29177856
17401,8.046509,6.3320312,1.0912628
17451,7.1087646,6.303238,0.45915222
17501,6.5346375,6.356018,0.8108673
17552,6.1375275,6.5143433,1.3811951
17601,5.429428,6.3992004,0.6207428
17651,5.486847,6.5959015,0.9581909
17701,6.477234,7.166809,1.6758575
17751,6.9365387,8.96109,1.02948
17801,5.6734467,8.740402,2.198639
17852,7.88385,10.755371,2.5550995
17901,7.458023,12.266602,-0.36305237
17951,5.75,13.619507,-2.905777
18001,1.0947723,6.2360687,-3.1624146
18051,-2.550949,-27.63942,17.540405
18102,6.9413147,-23.451157,14.56044
18151,20.753891,0.24394226,-10.557632
18201,14.156189,14.4015045,-39.71077
18252,12.706528,3.1032715,-34.37822
18301,22.031326,-5.388382,-3.604416
18352,28.753418,-4.337723,31.004837
18402,20.12236,4.1107635,30.857513
18452,15.672852,9.824646,9.517822
18501,11.759216,8.169495,-3.628189
18551,7.8981934,3.8468933,-8.841904
18601,3.6927032,-3.411789,-2.1786041
