Milliseconds,X,Y,Z
6300,4.793106,8.447754,0.725296
6310,4.9318695,8.361389,0.76808167
6321,4.922287,8.361389,0.80610657
6330,4.946228,8.3901825,0.84887695
6340,5.0036316,8.476532,0.87739563
6350,4.984497,8.514908,0.81559753
6360,5.008423,8.601273,0.7490692
6370,4.984497,8.630066,0.6302643
6380,4.979706,8.601273,0.5304413
6390,5.017975,8.53891,0.54945374
6400,5.017975,8.562897,0.67778015
6411,4.9940643,8.529297,0.7062988
6420,5.022766,8.50531,0.7633209
6430,5.008423,8.543701,0.8583832
6440,4.95578,8.553284,0.8631439
6450,4.898361,8.553284,0.7918396
6460,4.812256,8.495728,0.60173035
6470,4.7691956,8.53891,0.46865845
6480,4.773987,8.562897,0.41163635
6491,4.7978973,8.625259,0.43063354
6500,4.821823,8.67804,0.53996277
6510,4.855316,8.64444,0.6540222
6520,4.9031525,8.663635,0.7775879
6530,4.951004,8.601273,0.8203583
6540,4.946228,8.654053,0.7728424
6550,4.9988556,8.596466,0.73005676
6560,4.984497,8.639648,0.6682739
6570,4.9605713,8.702011,0.60173035
6580,4.95578,8.692429,0.6349945
6590,4.922287,8.735596,0.63975525
6600,4.879242,8.735596,0.6540222
6610,4.879242,8.721222,0.7062988
6620,4.9031525,8.754791,0.7728424
6631,4.860092,8.783585,0.7775879
6640,4.855316,8.82196,0.81559753
6650,4.855316,8.841141,0.7538147
6660,4.821823,8.865143,0.7062988
6670,4.8457336,8.82196,0.62550354
6681,4.783539,8.812363,0.57321167
6690,4.793106,8.749985,0.6302643
6700,4.821823,8.735596,0.6635132
6710,4.8409576,8.730804,0.6730194
6720,4.9079437,8.788361,0.83462524
6731,4.9079437,8.817154,0.91542053
6740,4.922287,8.841141,0.9486847
6750,4.9653473,8.807571,0.9867096
6760,4.984497,8.96109,0.90589905
6770,5.022766,9.047455,0.88690186
6781,4.9988556,9.1098175,0.8631439
6790,4.941437,9.157791,0.74432373
6800,4.9653473,9.148193,0.62550354
6810,4.941437,9.196167,0.5827179
6820,4.888809,9.181763,0.5922394
6830,4.8744507,9.191376,0.62550354
6841,4.879242,9.17218,0.7062988
6850,4.879242,9.176987,0.80610657
6860,4.850525,9.268127,0.920166
6870,4.8074646,9.330505,0.92967224
6880,4.8266144,9.330505,0.8631439
6891,4.7357025,9.364075,0.74432373
6900,4.687866,9.344894,0.6112366
6910,4.6735077,9.402451,0.45439148
6920,4.5969696,9.493607,0.36408997
6930,4.544327,9.493607,0.21200562
6941,4.553894,9.498413,0.20726013
6950,4.55867,9.488815,0.32133484
6960,4.716568,9.479218,0.50193787
6970,4.773987,9.589569,0.6825409
6981,4.783539,9.723907,0.7062988
6990,4.750061,9.824646,0.5922394
7000,4.8026886,9.9206085,0.0884552
7011,4.8026886,10.011749,-0.2775116
7020,4.8314056,10.150879,-0.55792236
7030,4.917511,10.184448,-0.8383484
7041,5.1423798,10.141281,-0.9809265
7050,5.4725037,10.0933075,-0.7337799
7060,5.611252,10.122086,-0.31077576
7070,5.5346985,10.376373,0.28330994
7081,5.281128,10.534668,0.6207428
7090,4.9605713,10.462723,0.69677734
7100,4.4677734,10.323593,0.4734192
